Mot;Autre forme;Definition;Nature du mot;Francais;Anglais;;
N?? t? ba?k?l? (1);;;L?n;Correction;;;
N?? tswid nk?n? (1);;;L?n;Correction ;;;
Co??k?? dfi (1/6);;;L?n;Corrector;;;
Nga??u?u (1/6);;;L?n;Corrompu;;;
Nko? jubànbàn(1/6);;;L?n;Corrompu;;;
J?k?? ju?b (1/6);;;L?n;Corrompu;;;
Nga?nà?bt??ngu?b(1/6);;;L?n;Corroyeur;;;
Mb??n (1);;;L?n;Corruption;;;
?u?u (1);;;L?n;Corruption;;;
J?k?? ju?b (1);;;L?n;Corruption;;;
Njog? (1);;;L?n;Corve?e;;;
Fa?? k??k??nko? (5/3);;;L?n;Corve?e;;;
Ka?nts? (3/4);;;L?n;Co?te;;;
Nki?dnsa (3/4);;;L?n;Co?te;;;
Ba?g (3/4);;;L?n;Co?te?;;;
Mba?? (1);;;L?n;Co?te?;;;
Mba?bw? (pre?p);;;;Co?te? (a? co?te? de );;;
T? (3/4);;;L?n;Cou;;;
K?kod (1/6);;;L?n;Cou;;;
Sa?? (1/6);;;L?n;Cou (partie dorsale);;;
Fia?? (1/6);;;L?n;Cou (partie dorsale);;;
N?? n??nsi (V);;;Mba?ncob?;Coucher;;;
N?? zi (V);;;Mba?ncob?;Coucher (avec);;;
Tu?nbu (3/4);;;L?n;Coude;;;
Mfi?? (1/6);;;L?n;Coudee ;;;
N?? kwidt? (V);;;Mba?ncob?;Coudre;;;
N?? tam? (V);;;Mba?ncob?;Coudre ;;;
Nto?nnk?à ;;;L?n;Couleuvre;;;
Nto?? (1/6);;;L?n;Coup;;;
Nk? (1/6);;;L?n;Coup (de poing);;;
Nto? (1/6);;;L?n;Coup de poing);;;
Ngwa?làg (2/6);;;L?n;Coup d??il;;;
Ntu? (1/6);;;L?n;Coupe;;;
Mà?mtu? (1/6);;;L?n;Coupe (trophe?e);;;
Ntu??mbodni? ;;;L?n;Coupe de be?ne?didtion;;;
?wi / nywi (1/6);;;L?n;Coupe-coupe;;;
N?? k?b? (V);;;Mba?ncob?;Couper;;;
N?? k??? (V);;;Mba?ncob?;Couper;;;
N??? s?? (V);;;Mba?ncob?;Couper;;;
N?? si  (V);;;Mba?ncob?;Couper;;;
Ncu?ndà (1/6);;;L?n;Cour;;;
T??dla? (1/6);;;L?n;Cour;;;
F??nnt? (3/6);;;L?n;Courage;;;
Ka?gt??n (1/6);;;L?n;Courage;;;
Ta?nnt? (3/6);;;L?n;Courage;;;
Nga?f??nnt? (adj);;;;Courageux;;;
Mf??nnt? (adj);;;;Courageux;;;
F??d (1);;;L?n;Courant;;;
F??dnts? (1);;;L?n;Courant (d?eau);;;
?wagnts? (1);;;L?n;Courant (d?eau);;;
F??dmbwogv?? (1);;;L?n;Courant (d?eau);;;
C???mb?m (3/6);;;L?n;Couronne ;;;
C???ngu?u (3/6);;;L?n;Couronne;;;
N?? kudtu (V);;;Mba?ncob?;Couronner;;;
N?? ma??tu (V);;;Mba?ncob?;Couronner;;;
N?? co?nku (V);;;Mba?ncob?;Couronner;;;
N?? yo?mf??n (V);;;Mba?ncob?;Couronner;;;
Ya?nt? (3);;;L?n;Courroux;;;
Nd? (4);;;L?n;Course;;;
Ka?m (adj);;;;Court;;;
N?vog? (adj);;;;Court;;;
Nse?m ta?mc?d (1/6);;;L?n;Court (de tennis);;;
M?mb??sàsà (1/6);;;L?n;Courtelie?re;;;
Bàn (1);;;L?n;Couscous;;;
Fa?d (5/4);;;L?n;Cousin;;;
L??dia? ;;;L?n;Coussin;;;
L??ko?? ;;;L?n;coussin;;;
Njo??ju (3/6);;;L?n;Cou?t ;;;
Bi (5/4);;;L?n;Couteau;;;
Njo??;;;L?n;Cou?ter;;;
Ta?njo?? (adj);;;;Cou?teux;;;
Ma?dng?? (1/6);;;L?n;Coutume;;;
Nteng?? (1/6);;;L?n;Coutume;;;
N?? kwidt?;;;;Couture;;;
N?? tam?;;;;Couture;;;
Nga?tanzw? (1/6);;;L?n;Couturier;;;
Nta?mnzw? (1/6);;;L?n;Couturier;;;
N??zika (sa?? ) (1);;;L?n;Couvaison;;;
N?? zika;;;;Couver;;;
N?? mo?o (V);;;Mba?ncob?;Couver (en latence);;;
"Nc?dka; nc?dmba";;;L?n;Couvercle;;;
Nj??dbum (5/4);;;L?n;Couvi;;;
N?? kabt? (V);;;Mba?ncob?;Couvrir;;;
N?? bo?mt?? (V);;;Mba?ncob?;Couvrir;;;
N?? c?dt? (V);;;Mba?ncob?;Couvrir;;;
Ngo?k??dnzw??? (1/6;;;L?n;Coxalgle;;;
Kanntod (1/6);;;L?n;Crabe;;;
K??ka? (;;;L?n;Crachat;;;
N?? to?g? (nti, k??ka?g);;;;Cracher;;;
Mb??mki? (1);;;L?n;Craie;;;
N?? bwoge (V);;;Mba?ncob?;Craindre;;;
Bwog (1);;;L?n;Crainte;;;
Mbwo?gtu?n (1/6);;;L?n;Craintif;;;
Ntà?ntà?n;;;L?n;Crampe ;;;
Mbu??t? (3/6);;;L?n;Cran;;;
Ka?t (3/4);;;L?n;Crƒne;;;
M?tu??;;;L?n;Crapaud;;;
?u?u  (1);;;L?n;Crasse;;;
Ku?dt? (1/;;;L?n;Cravate;;;
K??dnjum? (5/4);;;L?n;Crayon;;;
Njo (1/6);;;L?n;Cr‚ance;;;
Nga?njo (1/6);;;L?n;Cr‚ancier;;;
Mbom (1/6);;;L?n;Cr‚ateur;;;
Bamn??bam? (adj);;;;Cr‚dule ;;;
N?? bom?/ n?? fi??i (V);;;Mba?ncob?;Cr‚er;;;
Ncem (1);;;L?n;Credit (confiance);;;
N?? ya??a (V);;;Mba?ncob?;Credit (prendre a? );;;
Neton f??m??n (1/6);;;L?n;Cremation;;;
D??n??to?nf??m??n (3/6);;;L?n;Crematoire;;;
N?? sa?? ba?? (V);;;Mba?ncob?;Crepir;;;
N??co?t? (adj);;;;Crepu (cheveux );;;
Nd?mfe?dnj? ;;;L?n;Crepuscule;;;
N?? tsw???  (V);;;Mba?ncob?;Creuser;;;
N?? to?? (V);;;Mba?ncob?;Creuser;;;
N?? to / n?? b?t? (V);;;Mba?ncob?;Crever;;;
La (5/4);;;L?n;Cre?me ;;;
N??t? / ngo?? (3);;;L?n;Cri;;;
N?? t? (V);;;Mba?ncob?;Crier;;;
N??bu?ngo?? (V);;;Mba?ncob?;Crier;;;
Ngamtà (1/6);;;L?n;Criquet;;;
N??tswidnk?n (1/6);;;L?n;Critique (la);;;
Nga?tswidnk?n (1/6);;;L?n;Critique (le);;;
N?? tswidnk?m (1/6);;;L?n;Critiquer ;;;
Tà?k??n ja?mbà?m (1/6);;;L?n;Critiqueur;;;
Ngu?b (1/6);;;L?n;Cuir;;;
Ngu?btu (1/6);;;L?n;Cuir chevelu;;;
N?? na (V);;;Mba?ncob?;Cuire;;;
F???mbwog? (5/4);;;L?n;Cuisine ;;;
Nga?naca? (5);;;L?n;Cuisinier;;;
Ta?mmbw?? (5);;;L?n;Cuisse;;;
Kutu ;;;;Culot;;;
Ka?mc???nku?;;;L?n;Culotte;;;
;;;;;;;
Mbwogmbw?? (adv);;;;D?abord;;;
Nkàn? (adv);;;;D?abord;;;
F??dwukob (1/6);;;L?n;Danger;;;
Mu?m (prep);;;;Dans;;;
Nt??m (prep);;;;Dans;;;
T?? (prep);;;;Dans;;;
Ju?n??nya??? (3/6);;;L?n;Danse;;;
N?? nya???;;;;Danser;;;
Nga?nya??sa (V);;;Mba?ncob?;Danseur;;;
Nya?nsa (1/6);;;L?n;Danseur;;;
Bibi ;;;L?n;Dartre;;;
Le?e / le?nj? (5/4);;;L?n;Date;;;
N??sia?t?nu? (1);;;L?n;Debat;;;
N?? sia?t? nu? (V);;;Mba?ncob?;Debattre;;;
Ghàn? (3);;;L?n;Debauche;;;
Kad (5);;;L?n;Debauche;;;
Ca?k??ndà (1/6);;;L?n;Debauche ?;;;
Nga?bw??nt? (1/4);;;L?n;Debonnaire;;;
N?? tsint? (adv);;;;Debout;;;
N?? fa?ge (V);;;Mba?ncob?;Dechirer;;;
M??nnt??nc?? (1/6);;;L?n;Decisif;;;
C?bnkw? (1/6);;;L?n;Decisif;;;
Nso? (4);;;L?n;Declaration;;;
N?? so?? (V);;;Mba?ncob?;Declarer;;;
N?? cobe;;;;Declarer;;;
Neso? ku??ni (1);;;L?n;Dedicace;;;
Neso? ku??ni (V);;;Mba?ncob?;Dedier;;;
N?? ke?e (V);;;Mba?ncob?;Defaire;;;
N?? nyamt? s? (V);;;Mba?ncob?;Defaire;;;
N? ?u?te s? (V);;;Mba?ncob?;Defaire;;;
Lo?? (V);;;Mba?ncob?;Defaire (visage);;;
Mbi?d / mb??n (1/6);;;L?n;Defaire (visage);;;
N?? ba?? kam? (V) ;;;Mba?ncob?;Defaut;;;
N?? kwebu (V);;;Mba?ncob?;Defendre;;;
N?? kwe wud (V);;;Mba?ncob?;Defendre;;;
N?? kwe nta (V);;;Mba?ncob?;Defendre;;;
N?? t nu? (V);;;Mba?ncob?;Defendre;;;
N??tanu? (1);;;L?n;Defense;;;
Mba??sa? ;;;L?n;Defenseur;;;
Mba??kam (1/6);;;L?n;Defenseur;;;
?wat?m??n (1/6);;;L?n;Degourdi;;;
?wat?? (1);;;L?n;Degourdissement;;;
Nj? (adv);;;;Dehors;;;
Ca??mbwogc? (5);;;L?n;Dejeuner;;;
K??bntsi (4);;;L?n;Dejeuner (petit);;;
N?? kià?gt?? (V);;;Mba?ncob?;Delier;;;
Nga?mf?m (1/6);;;L?n;Deloyal;;;
Dibà?mba?? (1/6);;;L?n;Deluge;;;
Nda?mnj? (adv);;;;Demain;;;
N?? b?dt? (V);;;Mba?ncob?;Demander;;;
N?? k?à (V);;;Mba?ncob?;Demander;;;
N?? lon? (V);;;Mba?ncob?;Demander ;;;
N?? zwia?g m??n (V);;;Mba?ncob?;Demander (1femme pr qqn);;;
N??cagni (1);;;L?n;D‚mangeaison;;;
N?? cagni (V);;;Mba?ncob?;D‚manger;;;
N?? yo?g? (V);;;Mba?ncob?;D‚ranger;;;
Zwia?t?? (1);;;L?n;D‚mence;;;
Nga?zwia?t?? (1/6);;;L?n;D‚ment;;;
N?? ko?g ncob? (V);;;Mba?ncob?;D‚mentir;;;
N?? tanu? /ghanu? (V);;;Mba?ncob?;D‚mentir;;;
D?? ntsw? (3/6);;;L?n;Demeurer;;;
N?? gh? (V);;;Mba?ncob?;Demeurer ;;;
N?? tsw? (V);;;Mba?ncob?;Demeurer;;;
Ka?m ;;;L?n;Demi;;;
Ka?mnya?m (1/6);;;L?n;Demi heure;;;
Ng??t??ng?? (1);;;L?n;D‚mocratie ;;;
Yw?adk??bw?? (6);;;L?n;D‚mon;;;
K??ba? (4);;;L?n;Denier;;;
N?? b?l? (V) ;;;Mba?ncob?;D‚noncer;;;
N?? so?te (V);;;Mba?ncob?;D‚noncer;;;
S?? (5/6);;;L?n;Dent;;;
Ba?gng?? (3/6);;;L?n;D‚partement ;;;
No?tog? (1);;;L?n;D‚passement;;;
N?? tog? (v);;;Mba?ncob?;D‚passer;;;
Nànt?? (1);;;L?n;D‚pˆche;;;
Nd??nde;;;L?n;D‚pˆche;;;
Nk??nnd? (3);;;L?n;D‚pˆche;;;
N?? nànt? (v);;;Mba?ncob?;D‚pˆcher;;;
?u?u ();;;;D‚pravation;;;
Nga??u?u (1/6);;;L?n;D‚prave;;;
N?? zwa?t? (v);;;Mba?ncob?;D‚raisonner;;;
Nsw??dnsw?d ;;;L?n;D‚rangement;;;
N?? ka?mt?? (v);;;Mba?ncob?;D‚ranger;;;
N?? sw??dt?? (v);;;Mba?ncob?;D‚ranger;;;
Mià?gt??;;;;Dernier;;;
Nc??dnja?m;;;L?n;Dernier;;;
Nc??dtog ;;;L?n;Dernier;;;
N?? yi? (v);;;Mba?ncob?;D‚rober;;;
Nja?m;;;L?n;DerriŠre;;;
N?? t?? nja?m (v);;;Mba?ncob?;DerriŠre (ˆtre);;;
Nja?mndà (1/6);;;L?n;DerriŠre (la maison);;;
B?? nd??s?;;;;DŠs que;;;
Nd??s??;;;;DŠs que;;;
Nzwi?d (1/6);;;L?n;Descendance;;;
Nt?? (1/6);;;L?n;Descendance;;;
N?? sw??? (V);;;Mba?ncob?;Descendre;;;
D?? sw???sw??;;;L?n;Descente;;;
K??nkwa (1/6);;;L?n;D‚sert;;;
N?? nywin? (V);;;Mba?ncob?;D‚sesp‚rer;;;
Nywin (1);;;L?n;D‚sespoir;;;
N?? s?? nsw? (V);;;Mba?ncob?;D‚shabiller;;;
Ta?bnjo?? (1);;;L?n;D‚shonneur;;;
Tu?sw? (1);;;L?n;D‚shonneur;;;
Nu?tusw? (adj );;;;D‚shonorable;;;
N?? kà?g tu?sw? (v);;;Mba?ncob?;D‚shonorer ;;;
N?? kà?g m??n (V);;;Mba?ncob?;D‚shonorer;;;
N?? ta?b njo?? (V);;;Mba?ncob?;De?shonorer;;;
N?? tam tu?sw? (V);;;Mba?ncob?;De?shonorer;;;
N?? co?o (V);;;Mba?ncob?;De?signer;;;
N?? tag ndà (V);;;Mba?ncob?;De?signe(auccesseur);;;
K?nt? (3/6);;;L?n;De?sir;;;
N?? tsi (V);;;Mba?ncob?;De?sirer;;;
N?? k?? (V);;;Mba?ncob?;De?sirer;;;
N?? ta?tu (V);;;Mba?ncob?;De?sobe?ir;;;
Sà?g (1);;;L?n;De?sobe?issance;;;
Sà?gnt? (1);;;L?n;De?sobe?issance;;;
Ta?tu (1);;;L?n;De?sobe?issance;;;
Nca?gnca?gm??n (1/6);;;L?n;De?sodonne?;;;
"Nca?gncag ; va? ";;;;De?sordre;;;
N?? jum? (V);;;Mba?ncob?;Desse?cher;;;
N?? yag? (V);;;Mba?ncob?;Desse?cher;;;
Nkwa?t?? (4);;;L?n;Dessein;;;
V??bu (1/6);;;L?n;Dessein;;;
N?? kia?g? (V);;;Mba?ncob?;De?tacher;;;
N?? kia?gt?? (V);;;Mba?ncob?;De?tacher;;;
Nu?ko??nt? (1/6);;;L?n;De?termine?;;;
Lamt?? (1);;;L?n;De?tour (De?tournement);;;
N?? lamt? (1);;;L?n;De?touner;;;
Ne ghumt? (V);;;Mba?ncob?;De?touner (voler);;;
Nga?lamt? (1/6);;;L?n;De?touneur;;;
N?? bagt? (V);;;Mba?ncob?;De?truire;;;
Njo (1/6);;;L?n;Dette;;;
V? (5/4);;;L?n;Deuil;;;
Bàhà (adj);;;;Deux;;;
Mbadt?? bàhà (adj);;;;Deuxie?me;;;
N?? bwo?gmbw?? (V);;;Mba?ncob?;De?vancer;;;
N?? bwo?gs?? (V);;;Mba?ncob?;De?vancer;;;
Ne? kwe mbw?? (1/6);;;L?n;De?vancer;;;
M??nmbw?? (1/6);;;L?n;Devancier;;;
Mbw?? (adv);;;;Devant;;;
N? t??? (V);;;Mba?ncob?;Devenir;;;
Ngamnd??? (1/6);;;L?n;Devin;;;
B??? m??n (1);;;L?n;devise;;;
B??? ng?? (1);;;L?n;Devise (d?un pays);;;
Fia??t??ncob? (4);;;; Dialogue;;;
N?? fian?t?ncob? (V);;;Mba?ncob?;Dialoguer;;;
N?? swt?ncob? (V);;;Mba?ncob?;Dialoguer;;;
Ko??ba?m (1);;;L?n;Diarrh‚e;;;
Ba?mn??co?o ();;;;Diarrh‚e;;;
Ng?? t??ngo? (1);;;L?n;Dictature;;;
Nsi (1/6);;;L?n;Dieu;;;
Nsin?to (1/6);;;L?n;Dieu (idole);;;
N??bàgt?l?n (1);;;L?n;Diffamation;;;
N??t?nu? (1);;;L?n;Diffamation;;;
Ndàm (1);;;L?n;Diffamation;;;
N?? bàgt? l?n (V);;;Mba?ncob?;Diffamer;;;
N?? sa?nk??n (V);;;Mba?ncob?;Diffuser(une nouvelle);;;
N??ku??ni? (adj);;;;Digne;;;
Nkam? (1/5);;;L?n;Dignitaire;;;
Kam? (5);;;L?n;Dignit‚?;;;
N??ku??ni?;;;L?n;Dignit‚? ;;;
Ca??mf??dnju (5);;;L?n;DŒner;;;
Le?fit?? ;;;;Dimanche;;;
N?? mint?? (V);;;Mba?ncob?;Diminuer;;;
N?? se?b? (V);;;Mba?ncob?;Diminuer;;;
N?? cob? (V);;;Mba?ncob?;Dire;;;
N?? to lo?? m??n (V);;;Mba?ncob?;Dire les d‚fauts;;;
 T?t?? (1);;;L?n;Discrimination;;;
T?bu (1);;;L?n;Discrimination;;;
N?? t?t?? (V);;;Mba?ncob?;Discriminer;;;
Ghumt?? (1);;;L?n;Dissimulation;;;
N?? ghumt? (V);;;Mba?ncob?;Dissimuler;;;
N?? zin k?? ju? nz??;;;;Divaguer;;;
N?? ca? (V);;;Mba?ncob?;Divaguer;;;
N?? ghà?bt?? (V);;;Mba?ncob?;Diviser;;;
Ghà?bt?? (1);;;;Division;;;
Fa?gt?? (V);;;Mba?ncob?;Division ;;;
Fa?gt??na?ndà (1);;;L?n;Divorce ;;;
Gham (adj);;;;Dix;;;
Mbadt?? gham (adj);;;;DixiŠme;;;
Nc??? nu?m ts?? gham;;;;DixiŠme (1/10);;;
Nd??nngà?mgho?n;;;;Docteur en medecine;;;
Tà?ka? (1/6);;;L?n;Docteur traditionnel;;;
Ma?d (1/6);;;L?n;Doctrine;;;
Nkwàlà? (1);;;L?n;Doctrine;;;
Ntu?bu (1/4);;;L?n;Doigt;;;
Kwiag (1/6);;;L?n;Domestique;;;
M?nk?? (1/6);;;L?n;domestique;;;
N?? kwiagte nyà?m;;;;Domestiquer;;;
N?? kwiagt? (V);;;Mba?ncob?;Domestiquer;;;
D??? ntsw? (3/6);;;L?n;Domicile;;;
N?? l?bt? (V);;;Mba?ncob?;Dompter;;;
Fu?? (1);;;L?n;Don;;;
 Ju?bw??nt? / fàbw??;;;L?n;Don;;;
N?? fà (V);;;Mba?ncob?;Donner;;;
N?? nywi??i (V);;;Mba?ncob?;Dorloter;;;
N?? so? nko? (V);;;Mba?ncob?;Dorloter;;;
Nzi?mia?glo (1/6);;;L?n;Dormeur;;;
N??  zi (mia?glo) (V);;;Mba?ncob?;Dormir;;;
D???zi (3/6);;;L?n;Dortoir;;;
Nv??n (1/6);;;L?n;Dos;;;
Nja?mmf??n (1/6);;;L?n;Dos;;;
Mfi?? fu (1/6);;;L?n;Dose d?un reme?de Dose;;;
D???fi? (3/6);;;L?n;Douane;;;
Nga?kwefe? (1/6);;;L?n;Douanier;;;
Nda??nda?? (adv);;;;Doucement;;;
B?dni? (1);;;L?n;Douceur;;;
N??ya (1/6);;;L?n;Douleur;;;
Ya (ngo?k?d ) (1/6);;;L?n;Douleur;;;
Màgt?? (1/6);;;L?n;Doute;;;
N?? mqgt?? (V);;;Mba?ncob?;Douter;;;
Nga?mmnyu (1/6);;;L?n;Dragon;;;
N?? b?d ku? nk?à (v);;;Mba?ncob?;Drainer (raphia);;;
Nda??nda? (adj);;;;Droit;;;
Ntsin? (adj);;;;Droit;;;
N?? tsin nda??nda?;;;;Droit (e?tre);;;
N?? tsin ca?? (V);;;Mba?ncob?;Droit (e?tre);;;
Nka (3/6);;;L?n;Droite;;;
Bu?zwim ;;;L?n;Droite (a?);;;
N??sàg? (adj);;;;Dur;;;
N??ta (adj);;;;Dur;;;
N?? ta? (V);;;Mba?ncob?;Durcir;;;
N?? sàg? (V);;;Mba?ncob?;Durcir;;;
N?? sa? ta? (V);;;Mba?ncob?;Durcir par le froid;;;
N?? so? n??ta (V);;;Mba?ncob?;Durcir;;;
Sagnt? (3);;;L?n;Duret‚? (du coeur);;;
Tà?nnt? (3);;;L?n;Duret‚? (du coeur);;;
N??ta? (1);;;L?n;Duret‚?;;;
Cobom? ();;;L?n;Dysenterie    ;;;
;;;;;;;
Nts? (4);;;L?n;Eau;;;
Nts? n??dum (4);;;L?n;Eau chaude;;;
Nts? fi (4);;;L?n;Eau froide ;;;
Nts? n?sàgt? (4);;;L?n;Eau polluee ;;;
Mb??n nts? (4);;;L?n;Eau polluee;;;
Mb??n nts? (4);;;L?n;Eau sale;;;
Yubt??m nts? (4);;;L?n;Eau tie?de;;;
Nts? n??fit? (4);;;L?n;Eau vive;;;
?wa??wa?m?ba (adj);;;;Ecariate;;;
N??v?? (1/6);;;L?n;Echec;;;
Fo?? (5);;;L?n;Echo;;;
B??ba??mba?? (3/6);;;L?n;Eclair ;;;
N?? lànt? (V);;;Mba?ncob?;Eclaircir;;;
N?? ke??e (V);;;Mba?ncob?;Eclairee ;;;
N?? k??bum (V);;;Mba?ncob?;Eclore;;;
Tus? (5/4);;;L?n;Ecole;;;
D????wa??ni? (1/6);;;L?n;Ecole;;;
Ndà??wa??nika?mk?le;;;L?n;Ecole primaire;;;
Nga?n?wa?ni? (1/6);;;L?n;Ecolier;;;
N?? zwi?t? (V);;;Mba?ncob?;Ecouter;;;
N?? gho??o (V);;;Mba?ncob?;Ecraser;;;
N?? ki? (V);;;Mba?ncob?;Ecrire;;;
N?? ki?t? (V);;;Mba?ncob?;Ecrire;;;
Nga?ki?t?? (1/6);;;L?n;Ecrivain;;;
Nd??nkuk?l? (1/6);;;L?n;Ecrivain;;;
N??nd?? (4);;;L?n;Ecume;;;
K??s? (1/6);;;L?n;Edente;;;
N?? bw??t?? (V);;;Mba?ncob?;Effacer;;;
Tu(bo? t? nu?m ju là) ;;;;Effigie;;;
N?? ba?? mv?? nsi (V);;;Mba?ncob?;Effondrer ;;;
N?? ka?g tu?n (V);;;Mba?ncob?;Efforcer (s?);;;
N?? so? n??ta (V);;;Mba?ncob?;Efforcer (s?);;;
Ka?gt??n (1);;;L?n;Effort;;;
N??ka?gt??n (1);;;L?n;Effort;;;
Nguà (1/6);;;L?n;Egal (a?ge, titre);;;
Njo?? (3);;;L?n;Egal (prix, quantite, valeur);;;
N?? b? njo?? (V);;;Mba?ncob?;Egaler;;;
N?? ku?? njo?? (V);;;Mba?ncob?;Egaler ;;;
N?? bi (V);;;Mba?ncob?;Egarer ;;;
N?? ghagni (V);;;Mba?ncob?;Egayer;;;
N? ghagni b??nnt??n;;;Mba?ncob?;Egayer les gens;;;
 Ndà?k??listo? (1/6);;;L?n;Eglise ;;;
Gh??? (5);;;L?n;Ego‹sme ;;;
Nyam (1);;;L?n;Ego‹sme;;;
Nya?mghe?e (1/6);;;L?n;Ego‹ste;;;
Nya?mco? (1/6);;;L?n;Ego‹ste     ;;;
N?? si t? (V);;;Mba?ncob?;Egorger;;;
N?? kwi?t?? (V);;;Mba?ncob?;Egrener;;;
N?? gha?t? (V);;;Mba?ncob?;Elargir;;;
Gha?t? (1);;;L?n;Elargissement;;;
Ns??nyà?m (1/6);;;L?n;El‚phant;;;
M??nns? (1/6);;;L?n;El‚phanteaux;;;
Nga?tamt?? (1/6);;;L?n;Electeur;;;
Nta?mt?? (1/6);;;L?n;Electeur;;;
T? (3);;;L?n;Election;;;
N?? kà?g nyà?m (V);;;Mba?ncob?;Elever;;;
N?? kwiagt? (V);;;Mba?ncob?;Elever;;;
N?? b??? (V);;;Mba?ncob?;Elever;;;
Nga?kwiagt? (1/6);;;L?n;Eleveur;;;
N?? to?o (V);;;Mba?ncob?;Empecher;;;
N?? c?dt? (V);;;Mba?ncob?;Empecher;;;
D?? (3?/4);;;L?n;Emplacement;;;
Ca (3);;;L?n;Emprisonnement;;;
N?? cwi?i (V);;;Mba?ncob?;Emprunter;;;
B?? nd??s? (adv);;;;En meme temps;;;
N?? f?àgt? (V);;;Mba?ncob?;Enchanter;;;
Nga?g?agt?m??n (1/6 ;;;L?n;Enchanteur;;;
Nts??wa??ni? (4);;;L?n;Encre;;;
D?? (3/6);;;L?n;Endroit;;;
N?? ta? (V);;;Mba?ncob?;Endurcir;;;
N?? so? n??ta (V);;;Mba?ncob?;Endurcir;;;
Sag (1);;;L?n;Endurcissement;;;
M?n (1/6);;;L?n;Enfant;;;
N??bw? ;;;L?n;Enfantement;;;
N?? bw? (V);;;Mba?ncob?;Enfanter;;;
Ndà?mbwog? (1/6);;;L?n;Enfer;;;
N?? so? (V);;;Mba?ncob?;Enfoncer;;;
N?? t?n nso? (V);;;Mba?ncob?;Enfoncer;;;
Nu?ko??nt? (1/6);;;L?n;Engage ;;;
N?? lo?? m??n fa?? (1/6);;;L?n;Engager;;;
N?? to?o (V);;;Mba?ncob?;Engager;;;
N?? bam fa?? (V)  ;;;Mba?ncob?;Engager (s?);;;
N?? bw? (V);;;Mba?ncob?;Engendrer;;;
N?? fi??i (V);;;Mba?ncob?;Engendrer;;;
N?? bum? (V);;;Mba?ncob?;Enivrer;;;
N?? k?l? (V);;;Mba?ncob?;Enlever;;;
N?? le??e (V);;;Mba?ncob?;Enlever;;;
N?? s?? (V);;;Mba?ncob?;Enlever;;;
Ngak??mbàn (1/6);;;L?n;Ennemi;;;
Ng??dni? (1);;;;Ennui;;;
N?? ka? t?? (V);;;Mba?ncob?;Enorgueillir;;;
N?? ko?t? wud (V);;;Mba?ncob?;Enorgueillir;;;
N? zw??t? (V);;;Mba?ncob?;Enquˆter;;;
N?? ta??nga (V);;;Mba?ncob?;Enraciner;;;
N?? ywi?mnga (V);;;Mba?ncob?;Enraciner;;;
N?? bo (V);;;Mba?ncob?;Enrouler;;;
N?? bot? (V);;;Mba?ncob?;Enrouler;;;
Nga?tswi?t?? (1/6);;;L?n;Enseignant;;;
N??tswit?? (1);;;L?n;Enseignement;;;
N?? tswit?? (V);;;Mba?ncob?;Enseigner;;;
Bw??ntam (adv);;;;Ensemble;;;
N?? f?agt? (V);;;Mba?ncob?;Ensorceler;;;
N?? lo?? m?n nsà (V);;;Mba?ncob?;Ensorceler;;;
N?? k?m f??d s? (V);;;Mba?ncob?;Entasser;;;
N?? ju?u (nu?) (V);;;Mba?ncob?;Entendre;;;
Ne?co?? (1);;;Mba?ncob?;Enterrement;;;
N?? co?? (V);;;Mba?ncob?;Enterrer;;;
Tu??mwa??ni?, tu (3/6);;;L?n;En-tˆte;;;
Nga?ghub (1/6);;;L?n;Entˆt‚ ;;;
Ta?tu (V);;;Mba?ncob?;Entˆtement;;;
Ghub (1);;;;Entˆtement;;;
N?? ta?tu (V);;;Mba?ncob?;Entˆter (s?);;;
N?? dia?? mbum? (V);;;Mba?ncob?;Entourer;;;
Ncu? (3/4);;;L?n;Entr‚e;;;
Nz??, nz?? n??co (1/6);;;L?n;Entr‚e;;;
Nz??ndà (1/6);;;L?n;Entr‚e;;;
N?ta? (1/4);;;L?n;Entre jambe;;;
N?t?nt? (;;;L?n;Enum‚ration ;;;
N?? t?nt?;;;Mba?ncob?;Enum‚rer ;;;
Fim?wa??ni? (1/6);;;L?n;Enveloppe;;;
Mf??? (1/6);;;L?n;Enveloppe;;;
Gh???t?? ();;;L?n;Envie;;;
N?? gh??t?? (V);;;Mba?ncob?;Envier;;;
N?? t? làg (V);;;Mba?ncob?;Envier;;;
N?? c??ju (V);;;Mba?ncob?;Envier;;;
N?? ca?g? (V);;;Mba?ncob?;Envoyer;;;
N?? tum? (V);;;Mba?ncob?;Envoyer;;;
N?? sa?t? (V);;;Mba?ncob?;Eparpiller;;;
Nk??mb??? (1/6);;;L?n;Epaule;;;
Kàfà? (1/6);;;L?n;Ep‚e;;;
?wi?nco? (1/6);;;L?n;Ep‚e;;;
Nsà??wi (1/6);;;L?n;Ep‚e;;;
Ko?? (ng??f?l?) (1/6);;;L?n;Epi (de mais);;;
N?? nyi?te (V);;;Mba?ncob?;Epier;;;
Wa?a ;;;L?n;Epilepsie;;;
Nga?v??wa?a (1/6);;;L?n;Epileptique;;;
Mv??wa?a (1/6);;;L?n;Epileptique;;;
Nj? (1/6);;;L?n;Epine;;;
Be?fe?ca ();;;;Epine de folio de raphia;;;
Nzwi?m??n (1/6);;;L?n;Epouse;;;
N?? nandà (V);;;Mba?ncob?;Epouser;;;
N? so me?nnzwi (V);;;Mba?ncob?;Epouser;;;
